station_abbr;reference_timestamp;tre200h0;tre200hn;tre200hx;tre005h0;tre005hn;ure200h0;pva200h0;tde200h0;prestah0;pp0qffh0;pp0qnhh0;ppz700h0;ppz850h0;fkl010h1;dkl010h0;fkl010h0;fu3010h0;fu3010h1;fkl010h3;fu3010h3;wcc006h0;fve010h0;rre150h0;htoauths;gre000h0;oli000h0;olo000h0;osr000h0;ods000h0;sre000h0;erefaoh0
BER;01.01.2025 00:00;-4.7;-4.8;-4.5;-4.4;-4.5;99;4.3;-4.8;964.9;1034.8;1030.7;;;3.1;153;1.8;6.5;11.2;3;10.8;;;0;0;0;287;;;;0;0
BER;01.01.2025 01:00;-4.8;-5.1;-4.5;-4.5;-4.6;99.3;4.3;-4.9;964.5;1034.3;1030.2;;;3.2;156;1.8;6.5;11.5;3.1;11.2;;;0;0;0;286;;;;0;0
BER;01.01.2025 02:00;-4.9;-5;-4.7;-4.6;-4.6;99.4;4.2;-5;964.5;1034.4;1030.2;;;2.8;152;1.5;5.4;10.1;2.7;9.7;;;0;0;0;287;;;;0;0
BER;01.01.2025 03:00;-5.1;-5.4;-4.6;-4.8;-5.1;98.4;4.1;-5.3;964.3;1034.3;1030;;;2.8;156;1.8;6.5;10.1;2.8;10.1;;;0;0;0;285;;;;0;0
BER;01.01.2025 04:00;-5.5;-5.7;-5.3;-5.2;-5.3;98.4;4;-5.7;964.1;1034.2;1029.8;;;2.4;152;1.5;5.4;8.6;2.3;8.3;;;0;0;0;283;;;;0;0
BER;01.01.2025 05:00;-5.8;-6;-5.6;-5.5;-5.7;98.2;3.9;-6;964;1034.1;1029.7;;;2.5;157;1.3;4.7;9;2.4;8.6;;;0;0;0;280;;;;0;0
BER;01.01.2025 06:00;-5.6;-5.9;-5.4;-5.4;-5.4;97.2;3.9;-5.9;963.7;1033.7;1029.4;;;2.3;151;1.3;4.7;8.3;2.2;7.9;;;0;0;0;281;;;;0;0
BER;01.01.2025 07:00;-5.8;-6;-5.6;-5.6;-5.7;97.1;3.9;-6.2;963.5;1033.6;1029.2;;;2;156;1.2;4.3;7.2;1.9;6.8;;;0;0;0;277;;;;0;0
BER;01.01.2025 08:00;-5.7;-5.8;-5.4;-5.6;-5.9;95.3;3.8;-6.3;963.3;1033.4;1029;;;2.2;170;1.2;4.3;7.9;2.1;7.6;;;0;0;19;268;;;;0;-0.001
BER;01.01.2025 09:00;-4.9;-5.6;-4.1;-4.2;-5;93;3.9;-5.9;963.4;1033.3;1029.1;;;1.4;159;0.9;3.2;5;1.4;5;;;0;0;118;255;;;;15;0.021
BER;01.01.2025 10:00;-3.2;-4.1;-2.4;-1.4;-1.9;89.4;4.3;-4.7;963.5;1032.8;1029.2;;;2.2;180;1.2;4.3;7.9;2.1;7.6;;;0;0;301;230;;;;60;0.069
BER;01.01.2025 11:00;-1.2;-2;-0.7;0.7;-0.5;86.6;4.8;-3.2;962.8;1031.5;1028.4;;;2.9;184;1.6;5.8;10.4;2.8;10.1;;;0;0;373;234;;;;60;0.099
BER;01.01.2025 12:00;0.3;-0.4;0.7;3.6;2;84.1;5.2;-2.1;961.9;1030.2;1027.5;;;2;185;1.2;4.3;7.2;2;7.2;;;0;0;373;235;;;;60;0.109
BER;01.01.2025 13:00;1.6;1;2;4.1;3.3;81.6;5.6;-1.3;960.9;1028.8;1026.4;;;2.2;208;1.5;5.4;7.9;2.2;7.9;;;0;0;356;236;;;;60;0.108
BER;01.01.2025 14:00;2.8;2.5;3.2;4.4;4;74.9;5.6;-1.2;960;1027.5;1025.5;;;2.5;196;1.5;5.4;9;2.5;9;;;0;0;278;238;;;;60;0.085
BER;01.01.2025 15:00;2.8;2.6;3.2;3.8;2.9;75.8;5.7;-1;959.4;1026.9;1024.9;;;2.5;198;1.6;5.8;9;2.5;9;;;0;0;174;241;;;;60;0.043
BER;01.01.2025 16:00;2;1.4;2.5;0.6;-1.2;78.7;5.6;-1.3;959.2;1026.9;1024.6;;;2.9;193;1.8;6.5;10.4;2.7;9.7;;;0;0;45;239;;;;35;0.001
BER;01.01.2025 17:00;0.6;0.2;1;-3;-3.4;87.1;5.6;-1.3;959;1027.1;1024.4;;;2.9;196;1.5;5.4;10.4;2.8;10.1;;;0;0;1;235;;;;0;-0.007
BER;01.01.2025 18:00;-0.2;-0.3;0.1;-3.3;-4;90.2;5.5;-1.6;958.8;1027.1;1024.2;;;3.6;199;1.9;6.8;13;3.5;12.6;;;0;0;0;236;;;;0;-0.004
BER;01.01.2025 19:00;-0.4;-0.8;-0.2;-3.9;-4.3;90.3;5.3;-1.8;958.6;1026.9;1024;;;2.8;200;1.6;5.8;10.1;2.7;9.7;;;0;0;0;236;;;;0;-0.005
BER;01.01.2025 20:00;-0.8;-1.2;-0.5;-4.9;-5.3;91.6;5.3;-2;958.3;1026.7;1023.7;;;2.3;195;1.2;4.3;8.3;2.3;8.3;;;0;0;0;236;;;;0;-0.008
BER;01.01.2025 21:00;-1.4;-1.9;-0.9;-5.4;-6;94.9;5.2;-2.1;957.8;1026.3;1023.2;;;1.9;195;1.1;4;6.8;1.8;6.5;;;0;0;0;236;;;;0;-0.009
BER;01.01.2025 22:00;-2.7;-3.7;-2;-6.5;-6.7;95.3;4.8;-3.3;957.4;1026.2;1022.7;;;1.6;180;0.8;2.9;5.8;1.5;5.4;;;0;0;0;237;;;;0;-0.006
BER;01.01.2025 23:00;-3;-3.5;-2.4;-6.9;-7.1;95.2;4.7;-3.7;957.2;1026.1;1022.5;;;2.6;162;0.7;2.5;9.4;2.5;9;;;0;0;0;236;;;;0;-0.008
BER;02.01.2025 00:00;-2.5;-3.1;-2.2;-5.3;-6;94.1;4.8;-3.4;956.6;1025.3;1021.9;;;3.5;197;1.5;5.4;12.6;3.5;12.6;;;0;0;0;237;;;;0;-0.006
BER;02.01.2025 01:00;-3;-3.6;-2.6;-6.7;-6.8;94;4.6;-3.8;955.8;1024.6;1021.1;;;1.9;164;0.8;2.9;6.8;1.8;6.5;;;0;0;0;245;;;;0;-0.001
BER;02.01.2025 02:00;-2.5;-2.9;-2;-4.9;-5.4;91.8;4.7;-3.7;955;1023.6;1020.2;;;3.1;189;1.5;5.4;11.2;3;10.8;;;0;0;0;250;;;;0;0.002
BER;02.01.2025 03:00;-2.9;-3.8;-2.4;-5.8;-6.4;92.9;4.6;-3.8;954.7;1023.3;1019.9;;;3.6;180;0.9;3.2;13;3.6;13;;;0;0;0;245;;;;0;-0.001
BER;02.01.2025 04:00;-2.8;-3.6;-2;-4.9;-5.5;91.8;4.6;-3.9;954.2;1022.8;1019.4;;;5.8;180;1.2;4.3;20.9;5.7;20.5;;;0;0;0;259;;;;0;0.001
BER;02.01.2025 05:00;0.9;-2.6;3.2;-3.4;-4.8;75.4;4.9;-3.1;954.1;1021.7;1019.3;;;4.4;169;0.9;3.2;15.8;4.1;14.8;;;0;0;0;274;;;;0;0.005
BER;02.01.2025 06:00;2.1;0.2;3.3;-2.8;-3.6;69.2;4.9;-3;953.6;1020.9;1018.7;;;4.8;185;1.4;5;17.3;4.7;16.9;;;0;0;0;258;;;;0;0.007
BER;02.01.2025 07:00;0.9;0.1;1.8;-3.4;-4.1;75.8;4.9;-2.9;953.6;1021.2;1018.7;;;3.9;166;1.5;5.4;14;3.7;13.3;;;0;0;0;255;;;;0;0.007
BER;02.01.2025 08:00;0.6;-0.4;1.2;-3.1;-3.4;77.1;4.9;-3;952.8;1020.4;1017.9;;;3.8;172;2.2;7.9;13.7;3.8;13.7;;;0;0;14;255;;;;0;0.009
BER;02.01.2025 09:00;3;0.8;4.2;-1;-3.2;68.6;5.2;-2.2;952.9;1019.9;1018;;;6.1;238;1.8;6.5;22;5.9;21.2;;;0;0;72;253;;;;0;0.04
BER;02.01.2025 10:00;4.8;4.4;5.3;2.9;1.9;64.3;5.5;-1.4;952.8;1019.3;1017.9;;;6.6;207;3.3;11.9;23.8;6.5;23.4;;;0;0;116;259;;;;3;0.075
BER;02.01.2025 11:00;6.6;5.7;7.2;5.4;4.4;56.9;5.5;-1.4;952.3;1018.3;1017.3;;;14;213;4.4;15.8;50.4;13.4;48.2;;;0;0;227;275;;;;31;0.128
BER;02.01.2025 12:00;7.4;7.2;7.5;6;5.8;53.3;5.5;-1.5;951.4;1017.1;1016.4;;;12.3;216;5.9;21.2;44.3;12.1;43.6;;;0;0;179;317;;;;0;0.141
BER;02.01.2025 13:00;7.5;7.2;7.7;5.5;5.2;52.7;5.5;-1.6;950.3;1016;1015.3;;;10.1;223;4.9;17.6;36.4;10.1;36.4;;;0;0;112;322;;;;0;0.119
BER;02.01.2025 14:00;7.7;7.4;8;5.2;5;53;5.5;-1.3;949.6;1015.2;1014.5;;;12.9;240;5.3;19.1;46.4;12.6;45.4;;;0;0;39;329;;;;0;0.104
BER;02.01.2025 15:00;7;6.4;7.4;4.4;3.3;61.3;6.1;0;949.4;1015.1;1014.3;;;18.6;242;8.2;29.5;67;18.2;65.5;;;0;0;13;332;;;;0;0.1
BER;02.01.2025 16:00;5.4;5;6;3.1;3;77.5;7;1.8;949.5;1015.7;1014.4;;;15.3;230;6.7;24.1;55.1;14.4;51.8;;;0.6;0;1;334;;;;0;0.052
BER;02.01.2025 17:00;4.9;4.6;5.1;3.2;3.1;85.1;7.4;2.6;949.6;1015.9;1014.5;;;10.4;230;4.6;16.6;37.4;10.3;37.1;;;1.6;0;0;332;;;;0;0.011
BER;02.01.2025 18:00;4.4;4.2;4.6;3.3;3.2;89.6;7.5;2.8;949.5;1015.9;1014.4;;;10.4;225;3.9;14;37.4;10.3;37.1;;;1.5;0;0;331;;;;0;0.007
BER;02.01.2025 19:00;4.5;4.3;4.7;3.4;3.2;90.3;7.6;3;949.9;1016.3;1014.8;;;9;243;3.5;12.6;32.4;8.7;31.3;;;2.6;0;0;331;;;;0;0.006
BER;02.01.2025 20:00;4.5;4.1;4.7;3.4;3.2;88.8;7.5;2.8;950.7;1017.1;1015.7;;;15.3;260;6;21.6;55.1;14.2;51.1;;;4;0;0;331;;;;0;0.009
BER;02.01.2025 21:00;3.2;2.6;4;2.5;1.9;89.9;6.9;1.7;951.7;1018.6;1016.8;;;12.3;284;3.9;14;44.3;11.8;42.5;;;2;0;0;325;;;;0;0.006
BER;02.01.2025 22:00;2.2;1.8;2.4;1.5;1.2;91.4;6.5;0.9;952.7;1019.9;1017.8;;;3.7;302;1.4;5;13.3;3.6;13;;;1.2;0;0;321;;;;0;0.002
BER;02.01.2025 23:00;0.9;0.4;1.8;0.3;0;95.4;6.2;0.3;953.7;1021.3;1018.9;;;2.1;0;0.9;3.2;7.6;2;7.2;;;1.6;0;0;319;;;;0;0
BER;03.01.2025 00:00;0.7;0.4;0.8;0;0;95.9;6.2;0.1;953.9;1021.5;1019;;;2;151;1;3.6;7.2;1.9;6.8;;;0.1;0;0;309;;;;0;0
BER;03.01.2025 01:00;0.7;0.6;0.8;0;0;96.2;6.2;0.2;954.1;1021.8;1019.3;;;1.2;180;0.7;2.5;4.3;1.2;4.3;;;0;0;0;302;;;;0;0
BER;03.01.2025 02:00;0.6;0.3;0.8;-0.3;-1.2;97;6.2;0.1;954.4;1022.2;1019.6;;;1.5;214;0.7;2.5;5.4;1.5;5.4;;;0;0;0;261;;;;0;-0.003
BER;03.01.2025 03:00;-0.2;-0.6;0.2;-1.3;-1.6;98.9;5.9;-0.4;954.8;1022.8;1020;;;1.7;333;0.5;1.8;6.1;1.7;6.1;;;0;0;0;276;;;;0;-0.001
BER;03.01.2025 04:00;-0.8;-1;-0.5;-1.6;-2.2;99.7;5.8;-0.8;954.9;1023;1020.1;;;1.6;360;0.7;2.5;5.8;1.6;5.8;;;0;0;0;268;;;;0;-0.001
BER;03.01.2025 05:00;-1.4;-1.7;-1.2;-1.5;-1.7;100;5.5;-1.4;954.9;1023.2;1020.1;;;1.1;146;0.3;1.1;4;1;3.6;;;0;0;0;288;;;;0;-0.001
BER;03.01.2025 06:00;-1.6;-2;-1.4;-1.5;-1.8;100;5.4;-1.6;955;1023.4;1020.2;;;1.2;143;0.6;2.2;4.3;1.1;4;;;0;0;0;291;;;;0;-0.001
BER;03.01.2025 07:00;-1.8;-2.1;-1.6;-1.9;-2.2;100;5.4;-1.8;955.3;1023.7;1020.5;;;0.9;90;0.2;0.7;3.2;0.9;3.2;;;0;0;0;284;;;;0;-0.001
BER;03.01.2025 08:00;-2.3;-2.5;-2.1;-2.6;-2.9;99.9;5.2;-2.4;955.5;1024.1;1020.7;;;1.3;270;0.2;0.7;4.7;1.2;4.3;;;0;0;11;266;;;;0;0.001
BER;03.01.2025 09:00;-1.8;-2.3;-1.2;-1.3;-2.1;99.2;5.3;-1.9;955.9;1024.4;1021.2;;;2;180;0.4;1.4;7.2;2;7.2;;;0;0;61;295;;;;0;0.019
BER;03.01.2025 10:00;-1.4;-1.6;-1.2;-0.3;-0.6;99.2;5.5;-1.5;956.6;1025;1021.9;;;1.4;45;0.6;2.2;5;1.4;5;;;0;0;110;303;;;;0;0.035
BER;03.01.2025 11:00;-1;-1.4;-0.7;0.6;0;95.1;5.4;-1.7;956.7;1025;1022;;;2.5;10;1.2;4.3;9;2.5;9;;;0;0;217;268;;;;21;0.062
BER;03.01.2025 12:00;0.1;-0.4;0.5;3.5;3;86.6;5.3;-1.9;956.5;1024.5;1021.8;;;2.2;6;1;3.6;7.9;2.1;7.6;;;0;0;372;222;;;;60;0.109
BER;03.01.2025 13:00;1.1;0.6;1.5;4.6;3.6;79.4;5.2;-2.1;956;1023.7;1021.3;;;1.7;31;0.7;2.5;6.1;1.6;5.8;;;0;0;355;225;;;;60;0.109
BER;03.01.2025 14:00;1.8;1.2;2.2;4.9;4.7;74.9;5.2;-2.2;955.7;1023.2;1020.9;;;2;236;0.7;2.5;7.2;1.8;6.5;;;0;0;282;230;;;;60;0.082
BER;03.01.2025 15:00;1.6;1.3;2;2;-0.1;74.8;5.1;-2.4;955.8;1023.3;1021;;;2.5;276;1.1;4;9;2.4;8.6;;;0;0;99;237;;;;18;0.032
BER;03.01.2025 16:00;0.3;-0.4;1.1;-1.3;-2.3;83.6;5.2;-2.1;956.3;1024.2;1021.6;;;2.7;24;1.2;4.3;9.7;2.7;9.7;;;0;0;16;240;;;;0;0.003
BER;03.01.2025 17:00;-0.8;-1.2;-0.3;-2.8;-3.5;83;4.8;-3.3;956.6;1024.9;1021.9;;;3;35;1.6;5.8;10.8;2.9;10.4;;;0;0;0;228;;;;0;0
BER;03.01.2025 18:00;-1.6;-1.8;-1.4;-3.4;-4.1;90;4.9;-3.1;956.9;1025.4;1022.2;;;1.9;32;1;3.6;6.8;1.8;6.5;;;0;0;0;238;;;;0;-0.001
BER;03.01.2025 19:00;-2.4;-2.7;-2;-4.8;-5.7;91.9;4.7;-3.5;957.3;1026;1022.6;;;1.6;22;0.6;2.2;5.8;1.5;5.4;;;0;0;0;218;;;;0;-0.01
BER;03.01.2025 20:00;-3;-3.7;-2.7;-6.2;-6.8;92.5;4.5;-4.1;957.5;1026.4;1022.9;;;0.8;63;0.3;1.1;2.9;0.8;2.9;;;0;0;0;214;;;;0;-0.014
BER;03.01.2025 21:00;-3.2;-3.4;-2.9;-6;-7.1;93.5;4.5;-4.1;957.5;1026.5;1022.9;;;0.9;45;0.2;0.7;3.2;0.9;3.2;;;0;0;0;226;;;;0;-0.007
BER;03.01.2025 22:00;-3.3;-3.6;-3.1;-6;-7.7;92.7;4.5;-4.3;957.4;1026.4;1022.7;;;2.4;18;1.3;4.7;8.6;2.3;8.3;;;0;0;0;213;;;;0;-0.008
BER;03.01.2025 23:00;-3.9;-4.1;-3.6;-6.9;-8;93.3;4.3;-4.8;957.4;1026.6;1022.8;;;1.5;18;0.7;2.5;5.4;1.4;5;;;0;0;0;212;;;;0;-0.012
BER;04.01.2025 00:00;-4.6;-5.2;-4;-6.3;-7.1;96.9;4.2;-5;957.4;1026.7;1022.7;;;1.9;5;1.1;4;6.8;1.9;6.8;;;0;0;0;214;;;;0;-0.007
BER;04.01.2025 01:00;-4.8;-5.3;-4.3;-7;-8.2;94.7;4;-5.5;957.2;1026.5;1022.5;;;0.8;18;0.3;1.1;2.9;0.8;2.9;;;0;0;0;238;;;;0;-0.004
BER;04.01.2025 02:00;-3.9;-4.1;-3.8;-4.6;-4.9;93.4;4.3;-4.8;957;1026.1;1022.3;;;1.1;18;0.6;2.2;4;1.1;4;;;0;0;0;264;;;;0;0
BER;04.01.2025 03:00;-4.3;-4.9;-3.8;-7.8;-9.2;93.9;4.2;-5.1;957.1;1026.4;1022.4;;;0.3;360;0.1;0.4;1.1;0.3;1.1;;;0;0;0;219;;;;0;-0.009
BER;04.01.2025 04:00;-4.9;-5.1;-4.7;-8.1;-8.6;93.6;4;-5.8;956.9;1026.2;1022.2;;;0.9;90;0.2;0.7;3.2;0.8;2.9;;;0;0;0;222;;;;0;-0.006
BER;04.01.2025 05:00;-5.2;-5.7;-4.8;-7.8;-8.3;94.4;3.9;-6;956.3;1025.8;1021.6;;;1.3;162;0.5;1.8;4.7;1.2;4.3;;;0;0;0;208;;;;0;-0.008
BER;04.01.2025 06:00;-5.9;-6.3;-5.5;-9;-9.3;92.8;3.7;-6.9;956;1025.5;1021.3;;;1.3;27;0.6;2.2;4.7;1.2;4.3;;;0;0;0;206;;;;0;-0.01
BER;04.01.2025 07:00;-6.4;-6.5;-6.2;-8.9;-10.1;92.5;3.5;-7.4;955.8;1025.4;1021.1;;;1.2;11;0.5;1.8;4.3;1.1;4;;;0;0;0;224;;;;0;-0.006
BER;04.01.2025 08:00;-5.4;-6.1;-5.1;-5.4;-6.3;90.6;3.7;-6.7;955.8;1025.2;1021.1;;;0.8;162;0.3;1.1;2.9;0.8;2.9;;;0;0;13;276;;;;0;0
BER;04.01.2025 09:00;-4.5;-4.8;-4.3;-4.2;-4.6;88.3;3.9;-6.2;955.6;1024.8;1020.8;;;1.4;180;0.7;2.5;5;1.3;4.7;;;0;0;74;265;;;;0;0.019
BER;04.01.2025 10:00;-3.9;-4.1;-3.5;-2.9;-3.5;89.4;4.1;-5.4;955.3;1024.3;1020.5;;;1.7;166;0.9;3.2;6.1;1.6;5.8;;;0;0;156;252;;;;0;0.041
BER;04.01.2025 11:00;-3.2;-3.3;-2.9;-2.3;-2.3;87.4;4.2;-5;955;1023.8;1020.2;;;1.7;203;0.8;2.9;6.1;1.7;6.1;;;0;0;116;283;;;;0;0.039
BER;04.01.2025 12:00;-2.8;-3;-2.7;-2.4;-2.5;81.3;4.1;-5.6;954.3;1023;1019.5;;;2.8;215;1.3;4.7;10.1;2.8;10.1;;;0;0;91;290;;;;0;0.037
BER;04.01.2025 13:00;-2.5;-2.7;-2.3;-1.9;-2.3;80.1;4.1;-5.4;953.6;1022.1;1018.8;;;3.6;201;1.4;5;13;3.6;13;;;0;0;148;281;;;;0;0.049
BER;04.01.2025 14:00;-2.1;-2.3;-1.9;-1.3;-1.6;79.4;4.2;-5.2;952.8;1021.1;1017.9;;;4.6;205;1.6;5.8;16.6;4.5;16.2;;;0;0;157;278;;;;0;0.048
BER;04.01.2025 15:00;-1.7;-1.8;-1.5;-1.4;-1.5;79.2;4.3;-4.8;952.3;1020.5;1017.4;;;2.9;162;1.4;5;10.4;2.8;10.1;;;0;0;72;289;;;;0;0.026
BER;04.01.2025 16:00;-1.5;-1.7;-1.2;-1.5;-1.8;81.4;4.5;-4.3;952;1020.1;1017.1;;;2.8;185;1.3;4.7;10.1;2.7;9.7;;;0;0;12;303;;;;0;0.008
BER;04.01.2025 17:00;-1.7;-1.8;-1.7;-1.8;-1.9;83.8;4.5;-4.1;951.3;1019.4;1016.3;;;3;167;1.7;6.1;10.8;2.9;10.4;;;0;0;0;304;;;;0;0.005
BER;04.01.2025 18:00;-1.7;-1.7;-1.6;-1.8;-1.9;82.3;4.5;-4.3;950.8;1018.9;1015.8;;;3.8;170;2.2;7.9;13.7;3.7;13.3;;;0;0;0;306;;;;0;0.006
BER;04.01.2025 19:00;-1.5;-1.6;-1.4;-1.4;-1.8;83.2;4.6;-4;950.6;1018.6;1015.6;;;4;167;1.9;6.8;14.4;3.9;14;;;0.6;0;0;308;;;;0;0.005
BER;04.01.2025 20:00;-1.2;-1.4;-1.1;-0.7;-0.8;87.8;4.9;-3;950.1;1018;1015;;;3.5;164;1.9;6.8;12.6;3.5;12.6;;;1.3;0;0;310;;;;0;0.004
BER;04.01.2025 21:00;-1;-1.2;-0.9;-0.8;-0.9;89.1;5.1;-2.6;949.3;1017.1;1014.2;;;3;169;1.5;5.4;10.8;3;10.8;;;0.7;0;0;311;;;;0;0.003
BER;04.01.2025 22:00;-1;-1.2;-0.8;-0.4;-0.8;91.2;5.2;-2.2;948.9;1016.6;1013.8;;;2.4;189;1.2;4.3;8.6;2.4;8.6;;;1;0;0;312;;;;0;0.002
BER;04.01.2025 23:00;-0.4;-0.7;-0.2;-0.2;-0.4;91.1;5.4;-1.7;948.4;1016;1013.3;;;4;175;2.1;7.6;14.4;4;14.4;;;1.3;0;0;314;;;;0;0.003
BER;05.01.2025 00:00;0;-0.1;0.1;0;-0.1;91.9;5.6;-1.2;947.8;1015.3;1012.6;;;3.9;173;2.5;9;14;3.8;13.7;;;1.9;0;0;317;;;;0;0.003
BER;05.01.2025 01:00;0.4;0.1;0.6;0;0;91.4;5.7;-0.9;947.3;1014.6;1012.1;;;4.7;174;2.9;10.4;16.9;4.7;16.9;;;1;0;0;318;;;;0;0.004
BER;05.01.2025 02:00;0.7;0.6;0.8;0;0;91.7;5.9;-0.6;946.8;1014;1011.6;;;4;175;2.3;8.3;14.4;3.8;13.7;;;1.4;0;0;321;;;;0;0.003
BER;05.01.2025 03:00;0.8;0.6;0.9;0;0;93.2;6;-0.2;946.3;1013.4;1011;;;3.7;193;2.3;8.3;13.3;3.6;13;;;1.7;0;0;324;;;;0;0.002
BER;05.01.2025 04:00;1;0.5;1.2;0;0;94.8;6.2;0.2;945.8;1012.8;1010.5;;;5;205;2.3;8.3;18;4.9;17.6;;;1.1;0;0;326;;;;0;0.002
BER;05.01.2025 05:00;1.4;1.2;1.6;0;0;94.8;6.4;0.7;945.4;1012.3;1010.1;;;5.4;193;3;10.8;19.4;5.3;19.1;;;0.6;0;0;329;;;;0;0.002
BER;05.01.2025 06:00;1.7;1.4;2;0.1;0;94.9;6.6;1;945.1;1011.8;1009.8;;;6.4;193;2.8;10.1;23;6.2;22.3;;;0.7;0;0;331;;;;0;0.002
BER;05.01.2025 07:00;2;1.7;2.1;0.5;0.1;95.3;6.7;1.3;944.8;1011.5;1009.5;;;4.3;198;2.6;9.4;15.5;4.1;14.8;;;0.5;0;0;331;;;;0;0.002
BER;05.01.2025 08:00;1.6;1.3;2.2;0.8;0.6;96.3;6.6;1.1;944.5;1011.3;1009.1;;;3.6;207;1.8;6.5;13;3.6;13;;;0.3;0;6;330;;;;0;0.009
BER;05.01.2025 09:00;2.2;2;2.2;1.6;1.4;95.4;6.8;1.5;944.1;1010.7;1008.7;;;5.3;212;2.8;10.1;19.1;5.3;19.1;;;0.1;0;58;320;;;;0;0.021
BER;05.01.2025 10:00;3.1;2.2;4.3;3.4;2;95.1;7.3;2.4;944.1;1010.5;1008.7;;;4;207;1.8;6.5;14.4;3.9;14;;;0;0;155;308;;;;6;0.051
BER;05.01.2025 11:00;5.1;4.3;5.7;6.4;4.3;90.9;8;3.7;943.8;1009.6;1008.4;;;5;173;2.7;9.7;18;4.9;17.6;;;0;0;294;290;;;;37;0.098
BER;05.01.2025 12:00;5.7;5.3;5.9;6.3;5.7;90;8.2;4.1;943;1008.6;1007.6;;;4.3;182;2.6;9.4;15.5;4.2;15.1;;;0;0;192;292;;;;13;0.076
BER;05.01.2025 13:00;6.9;6.1;7.4;8.3;7.4;87.9;8.8;5.1;942.2;1007.5;1006.7;;;3.8;183;2.1;7.6;13.7;3.6;13;;;0;0;235;298;;;;23;0.093
BER;05.01.2025 14:00;7.3;6.9;7.8;8.4;7.1;87.5;9;5.4;941.4;1006.5;1005.9;;;5.1;155;2.6;9.4;18.4;5;18;;;0;0;199;285;;;;38;0.076
BER;05.01.2025 15:00;7.4;6.9;7.8;7.5;6.8;88.1;9.1;5.6;941;1006;1005.4;;;6.2;165;2.8;10.1;22.3;5.9;21.2;;;0;0;98;291;;;;21;0.04
BER;05.01.2025 16:00;6.6;6.3;6.9;5.5;4.9;90.3;8.8;5.1;940.7;1006;1005.1;;;5.8;165;3.2;11.5;20.9;5.7;20.5;;;0;0;20;285;;;;0;0.005
BER;05.01.2025 17:00;5.6;4.9;6.2;4.2;3.9;92.8;8.5;4.5;940.4;1005.8;1004.8;;;5.9;178;3;10.8;21.2;5.6;20.2;;;0;0;0;273;;;;0;0.002
BER;05.01.2025 18:00;4.9;4.6;5.4;3.5;3.2;93.9;8.1;4;940.1;1005.7;1004.5;;;5.6;187;2.6;9.4;20.2;5.4;19.4;;;0;0;0;277;;;;0;0.001
BER;05.01.2025 19:00;4.8;4.4;5.2;3.1;2.9;93.7;8.1;3.9;939.6;1005.2;1004;;;5.4;189;2.5;9;19.4;5.3;19.1;;;0;0;0;276;;;;0;0.001
BER;05.01.2025 20:00;3.8;3.4;4.3;1.8;1.2;96.1;7.7;3.2;938.9;1004.7;1003.2;;;4.3;200;1.6;5.8;15.5;4.1;14.8;;;0;0;0;270;;;;0;-0.002
BER;05.01.2025 21:00;2.6;1.6;3.2;0;-0.6;96.9;7.1;2.2;938.1;1004.2;1002.4;;;2.1;211;0.8;2.9;7.6;2.1;7.6;;;0;0;0;274;;;;0;0
BER;05.01.2025 22:00;2.2;1.7;2.7;0.9;0.2;100;7.2;2.2;937.9;1004;1002.2;;;1.7;198;0.7;2.5;6.1;1.7;6.1;;;0;0;0;312;;;;0;-0.001
BER;05.01.2025 23:00;2.1;1.9;2.2;1.4;1.3;98.7;7;1.9;937.7;1003.8;1002;;;2.5;186;1.1;4;9;2.5;9;;;0;0;0;309;;;;0;-0.001
BER;06.01.2025 00:00;1.7;1.5;1.9;0.9;0.3;98.3;6.8;1.5;937.4;1003.6;1001.6;;;3.7;200;1.2;4.3;13.3;3.6;13;;;0;0;0;294;;;;0;0
BER;06.01.2025 01:00;1.5;1;2;0.6;0.1;98.7;6.7;1.3;936.8;1003.1;1001;;;1.9;180;0.7;2.5;6.8;1.8;6.5;;;0;0;0;303;;;;0;-0.001
BER;06.01.2025 02:00;1.4;1;1.5;0.8;0.7;100;6.8;1.4;936.9;1003.2;1001.1;;;1;194;0.5;1.8;3.6;1;3.6;;;0;0;0;308;;;;0;-0.001
BER;06.01.2025 03:00;0.9;0.5;1.3;0.2;-0.2;99.1;6.5;0.8;936.6;1003;1000.8;;;2;225;0.8;2.9;7.2;1.9;6.8;;;0;0;0;293;;;;0;-0.001
BER;06.01.2025 04:00;1.3;0.8;1.8;0.4;0.1;97.8;6.6;1;936.5;1002.7;1000.7;;;2.6;207;1;3.6;9.4;2.6;9.4;;;0;0;0;300;;;;0;0
BER;06.01.2025 05:00;1.4;1.1;1.8;0.3;-0.1;97.9;6.6;1.1;935.8;1002;1000;;;3.7;225;0.8;2.9;13.3;3.7;13.3;;;0;0;0;295;;;;0;0
BER;06.01.2025 06:00;1.2;0.9;1.5;-0.5;-0.9;96.3;6.4;0.6;935.3;1001.5;999.4;;;2.6;14;0.7;2.5;9.4;2.6;9.4;;;0;0;0;273;;;;0;0
BER;06.01.2025 07:00;1.1;0.8;1.3;-0.7;-1.2;96.1;6.3;0.5;935.4;1001.6;999.5;;;1.7;202;0.7;2.5;6.1;1.6;5.8;;;0;0;0;273;;;;0;0
BER;06.01.2025 08:00;2;1.7;2.4;0.4;-0.5;94.2;6.7;1.2;935.5;1001.5;999.6;;;3.8;203;1.5;5.4;13.7;3.6;13;;;0;0;9;300;;;;0;0.007
