station_abbr;reference_timestamp;tre200h0;tre200hn;tre200hx;tre005h0;tre005hn;ure200h0;pva200h0;tde200h0;prestah0;pp0qffh0;pp0qnhh0;ppz700h0;ppz850h0;fkl010h1;dkl010h0;fkl010h0;fu3010h0;fu3010h1;fkl010h3;fu3010h3;wcc006h0;fve010h0;rre150h0;htoauths;gre000h0;oli000h0;olo000h0;osr000h0;ods000h0;sre000h0;erefaoh0
BER;24.05.2025 09:00;12.5;11.4;13.4;21.3;19.1;56.9;8.3;4.2;955.1;1019.9;1020.3;;;4.2;360;1.1;4;15.1;4.1;14.8;;;0;0;664;282;;;;51;0.35
BER;24.05.2025 10:00;13.8;13.1;14.4;24.2;22.9;52.6;8.3;4.2;954.9;1019.4;1020.1;;;5.4;282;1.8;6.5;19.4;5.3;19.1;;;0;0;842;293;;;;55;0.456
BER;24.05.2025 11:00;14.8;13.9;15.7;25.5;22.8;48.6;8.2;4;954.8;1019;1020;;;7.6;268;2.9;10.4;27.4;7.6;27.4;;;0;0;941;287;;;;58;0.524
BER;24.05.2025 12:00;14.9;14.5;15.4;24.8;24.2;44;7.5;2.8;954.4;1018.6;1019.6;;;8.3;266;3.6;13;29.9;7.8;28.1;;;0;0;922;288;;;;60;0.52
BER;24.05.2025 13:00;15.5;15.1;15.7;24.7;24.3;40;7;1.9;954.2;1018.2;1019.4;;;7.3;252;3.3;11.9;26.3;7;25.2;;;0;0;860;290;;;;60;0.502
BER;24.05.2025 14:00;16.7;16.1;17.4;24.4;23.2;36.9;7;1.9;954;1017.6;1019.1;;;7.2;291;3;10.8;25.9;7;25.2;;;0;0;899;295;;;;60;0.541
BER;24.05.2025 15:00;16.5;16.1;17.1;23.4;23;39.5;7.4;2.6;953.6;1017.4;1018.7;;;7.2;288;2.9;10.4;25.9;7.2;25.9;;;0;0;673;309;;;;60;0.411
BER;24.05.2025 16:00;16;15.8;16.4;19.2;18.2;44.3;8.1;3.8;953.6;1017.4;1018.7;;;5.9;279;3.1;11.2;21.2;5.7;20.5;;;0;0;362;332;;;;7;0.258
BER;24.05.2025 17:00;15.7;15.5;15.9;16.4;15.9;43.5;7.8;3.3;953.7;1017.6;1018.8;;;4.9;283;2.2;7.9;17.6;4.7;16.9;;;0;0;179;348;;;;0;0.155
BER;24.05.2025 18:00;15.4;15.1;15.6;14.6;14;43.9;7.7;3.1;953.9;1017.9;1019;;;4.1;298;1.9;6.8;14.8;3.9;14;;;0;0;81;351;;;;0;0.098
BER;24.05.2025 19:00;14.3;13.7;14.8;12.7;11.8;49;8;3.7;954.3;1018.6;1019.5;;;3.8;315;1.5;5.4;13.7;3.7;13.3;;;0;0;22;349;;;;0;0.051
BER;24.05.2025 20:00;13;12.7;13.4;11.1;11;61.1;9.1;5.7;954.9;1019.5;1020.1;;;1.3;27;0.4;1.4;4.7;1.2;4.3;;;0;0;0;351;;;;0;0.006
BER;24.05.2025 21:00;12.2;11.7;12.7;10.7;10.5;66.8;9.5;6.2;955.1;1019.9;1020.3;;;0.9;63;0.4;1.4;3.2;0.9;3.2;;;0;0;0;353;;;;0;0.005
BER;24.05.2025 22:00;12.4;12;12.7;10.6;10.5;65.8;9.4;6.1;955.2;1020;1020.4;;;1.4;189;0.7;2.5;5;1.3;4.7;;;0;0;0;353;;;;0;0.01
BER;24.05.2025 23:00;11.7;11.3;12.2;10.5;10.4;77.6;10.7;7.9;955.3;1020.3;1020.5;;;1.2;180;0.3;1.1;4.3;1.1;4;;;0;0;0;353;;;;0;0.002
BER;25.05.2025 00:00;11.5;11.2;12;10.5;10.3;79;10.7;7.9;955.5;1020.5;1020.7;;;1.3;243;0.3;1.1;4.7;1.2;4.3;;;0;0;0;353;;;;0;0.002
BER;25.05.2025 01:00;11.1;10.7;11.4;10.1;9.8;79.2;10.4;7.6;955.3;1020.5;1020.5;;;2.1;201;0.8;2.9;7.6;1.9;6.8;;;0.1;0;0;354;;;;0;0.006
BER;25.05.2025 02:00;10.8;10.6;11;9.6;9.6;78.2;10.1;7.1;955.1;1020.3;1020.3;;;1.8;186;0.9;3.2;6.5;1.8;6.5;;;0;0;0;354;;;;0;0.007
BER;25.05.2025 03:00;10.7;10.5;10.8;9.7;9.4;81.9;10.5;7.7;954.8;1020;1020;;;2.3;187;0.9;3.2;8.3;2.1;7.6;;;0;0;0;350;;;;0;0.006
BER;25.05.2025 04:00;10.5;10.3;10.7;8.4;7.9;80.5;10.2;7.3;954.6;1019.9;1019.8;;;2.6;180;1.4;5;9.4;2.5;9;;;0;0;1;328;;;;0;0.009
BER;25.05.2025 05:00;10.6;10.5;10.8;9.5;8.6;82.4;10.6;7.8;954.4;1019.6;1019.6;;;2.9;200;1.4;5;10.4;2.7;9.7;;;0;0;35;338;;;;0;0.028
BER;25.05.2025 06:00;10.9;10.8;11.2;10.8;10.4;87.3;11.4;8.9;954.5;1019.6;1019.7;;;1.9;236;1.1;4;6.8;1.9;6.8;;;0;0;53;346;;;;0;0.041
BER;25.05.2025 07:00;11.8;11.4;12.2;12.6;11.6;81.5;11.2;8.7;954.7;1019.6;1019.9;;;2.1;217;1;3.6;7.6;2;7.2;;;0;0;149;348;;;;0;0.088
BER;25.05.2025 08:00;13.3;12.4;13.8;16;14.3;74;11.3;8.7;954.5;1019.1;1019.7;;;3;197;1.6;5.8;10.8;2.9;10.4;;;0;0;316;349;;;;5;0.18
BER;25.05.2025 09:00;14.3;13.6;14.9;19;17.2;73.3;12;9.6;954.2;1018.4;1019.4;;;2.8;246;1.1;4;10.1;2.7;9.7;;;0;0;410;345;;;;4;0.237
BER;25.05.2025 10:00;16;14.8;17.2;24.4;19.1;69.2;12.6;10.4;953.8;1017.6;1018.9;;;4.5;250;1.7;6.1;16.2;4.4;15.8;;;0;0;759;330;;;;37;0.431
BER;25.05.2025 11:00;17.1;16.5;17.5;22.8;22.1;66.5;13;10.8;953.4;1016.9;1018.5;;;5.2;232;2.6;9.4;18.7;5.1;18.4;;;0;0;476;363;;;;0;0.304
BER;25.05.2025 12:00;18;17.5;18.4;22.1;20.5;62.1;12.8;10.6;953.1;1016.4;1018.2;;;6.1;248;2.5;9;22;5.8;20.9;;;0;0;387;374;;;;0;0.271
BER;25.05.2025 13:00;18;17.8;18.4;20;19.3;61.4;12.7;10.5;952.9;1016.2;1018;;;4.7;270;2.2;7.9;16.9;4.5;16.2;;;0;0;260;378;;;;0;0.203
BER;25.05.2025 14:00;18;17.7;18.3;20.3;18.7;63.7;13.2;11;952.8;1016.1;1017.9;;;4.8;250;2.5;9;17.3;4.6;16.6;;;0;0;246;376;;;;0;0.195
BER;25.05.2025 15:00;18.1;17.9;18.3;19.1;18.4;63.5;13.2;11.1;952.7;1016;1017.8;;;4.5;242;2;7.2;16.2;4.4;15.8;;;0;0;202;373;;;;0;0.164
BER;25.05.2025 16:00;18;17.9;18.1;18.5;18.1;65.8;13.6;11.5;952.6;1015.9;1017.7;;;4.8;223;2.1;7.6;17.3;4.5;16.2;;;0;0;178;372;;;;0;0.146
BER;25.05.2025 17:00;17.9;17.7;18;17.6;16.8;65.2;13.3;11.3;952.5;1015.8;1017.6;;;5.2;208;2.1;7.6;18.7;5.1;18.4;;;0;0;101;372;;;;0;0.104
BER;25.05.2025 18:00;17.7;17.2;17.9;16.6;16.2;66.7;13.5;11.4;952.6;1016;1017.7;;;4.2;210;1.5;5.4;15.1;4.2;15.1;;;0;0;69;371;;;;0;0.071
BER;25.05.2025 19:00;17;16.3;17.6;14.7;13.2;59.5;11.6;9.1;953.1;1016.7;1018.2;;;5.7;249;2;7.2;20.5;5.4;19.4;;;0;0;33;356;;;;3;0.053
BER;25.05.2025 20:00;16.1;15.6;16.3;11.3;10.8;63.6;11.7;9.2;953.5;1017.3;1018.6;;;2.7;195;1.2;4.3;9.7;2.6;9.4;;;0;0;1;344;;;;0;0.02
BER;25.05.2025 21:00;15.7;15.4;16.1;12.4;12.2;69.1;12.3;10;953.8;1017.7;1018.9;;;2.3;180;1.2;4.3;8.3;2.2;7.9;;;0;0;0;365;;;;0;0.016
BER;25.05.2025 22:00;15;14.5;15.4;12.5;12.2;75.2;12.8;10.6;953.9;1018;1019.1;;;1.3;166;0.5;1.8;4.7;1.3;4.7;;;0;0;0;363;;;;0;0.005
BER;25.05.2025 23:00;14.8;14.5;15.2;11.9;11.7;75.1;12.6;10.4;953.9;1018;1019;;;2.8;175;1.2;4.3;10.1;2.6;9.4;;;0;0;0;358;;;;0;0.012
BER;26.05.2025 00:00;14.3;14.1;14.6;11.6;11.2;77.5;12.7;10.4;953.8;1018.1;1019;;;1.9;159;0.9;3.2;6.8;1.8;6.5;;;0;0;0;355;;;;0;0.008
BER;26.05.2025 01:00;13.8;13.7;14;11.7;11.4;80.9;12.7;10.6;953.8;1018.1;1018.9;;;1.7;162;1;3.6;6.1;1.7;6.1;;;0;0;0;361;;;;0;0.007
BER;26.05.2025 02:00;13.3;12.9;13.8;11.7;11.6;82.2;12.6;10.4;954.1;1018.6;1019.3;;;5.3;198;1.3;4.7;19.1;5.2;18.7;;;0.3;0;0;363;;;;0;0.009
BER;26.05.2025 03:00;12.7;12.5;12.8;11;10.3;88.2;13;10.8;954.1;1018.8;1019.3;;;3.1;184;1.4;5;11.2;3.1;11.2;;;0.1;0;0;348;;;;0;0.006
BER;26.05.2025 04:00;12.4;12.3;12.5;10.1;9.6;90.9;13.1;11;954.3;1019;1019.5;;;2.7;190;1.1;4;9.7;2.6;9.4;;;0;0;2;340;;;;0;0.004
BER;26.05.2025 05:00;12.8;12.4;13.5;12;10.9;89.7;13.3;11.2;954.6;1019.3;1019.8;;;3.3;173;1.6;5.8;11.9;3.2;11.5;;;0;0;68;348;;;;13;0.026
BER;26.05.2025 06:00;14.2;13.9;14.8;14.4;13.6;83.5;13.5;11.5;954.8;1019.1;1020;;;4.8;186;2;7.2;17.3;4.8;17.3;;;0;0;188;337;;;;21;0.096
BER;26.05.2025 07:00;15.2;14.8;15.5;18;16;77.9;13.5;11.4;955.1;1019.2;1020.3;;;5.3;213;2.9;10.4;19.1;5.2;18.7;;;0;0;395;344;;;;36;0.207
BER;26.05.2025 08:00;15.8;15.1;16.9;20.2;16.2;72.1;12.9;10.8;955.3;1019.3;1020.5;;;7.2;243;3.5;12.6;25.9;6.9;24.8;;;0;0;380;351;;;;28;0.228
BER;26.05.2025 09:00;12.8;12.1;14.4;14.4;13.5;79.6;11.7;9.3;956;1020.7;1021.3;;;9.8;332;3.8;13.7;35.3;9.3;33.5;;;0;0;164;363;;;;0;0.116
BER;26.05.2025 10:00;13.8;13.2;14.3;18.4;16.3;74.5;11.7;9.3;956.5;1021;1021.8;;;2.8;297;1.1;4;10.1;2.7;9.7;;;0;0;355;361;;;;1;0.21
BER;26.05.2025 11:00;14.7;14.2;15.2;18.5;17.5;74;12.3;10.1;956.6;1021;1021.9;;;5.3;205;2.2;7.9;19.1;5.2;18.7;;;0;0;336;364;;;;0;0.209
BER;26.05.2025 12:00;15.6;15.3;16.1;22.1;19;62.4;11;8.4;956.6;1020.7;1021.9;;;5.1;223;2.3;8.3;18.4;5.1;18.4;;;0;0;515;361;;;;6;0.315
BER;26.05.2025 13:00;15.6;15;16.8;18.4;16.8;62;11;8.3;956.7;1020.9;1022;;;7.7;260;3;10.8;27.7;7.6;27.4;;;0;0;352;364;;;;3;0.241
BER;26.05.2025 14:00;17.3;16.6;17.6;26;25.3;57.5;11.4;8.9;956.5;1020.2;1021.8;;;6.1;283;2.7;9.7;22;6.1;22;;;0;0;921;322;;;;60;0.539
BER;26.05.2025 15:00;17.1;16.6;17.9;22.8;21.5;56.4;11;8.3;956.3;1020;1021.6;;;5.3;288;2.2;7.9;19.1;5.1;18.4;;;0;0;467;345;;;;16;0.298
BER;26.05.2025 16:00;17;16.8;17.2;19.6;19.2;53.6;10.4;7.5;956.1;1019.8;1021.4;;;3.3;344;1.3;4.7;11.9;3.2;11.5;;;0;0;251;356;;;;0;0.176
BER;26.05.2025 17:00;16.8;16.5;17;17.9;16.1;54.9;10.5;7.7;955.6;1019.4;1020.9;;;4.1;353;1.9;6.8;14.8;4;14.4;;;0;0;175;355;;;;3;0.14
BER;26.05.2025 18:00;16.2;15.8;16.6;15.9;15.1;57.3;10.5;7.7;955.8;1019.7;1021.1;;;4.3;357;2.3;8.3;15.5;4.2;15.1;;;0;0;121;349;;;;0;0.105
BER;26.05.2025 19:00;15.2;14.7;15.6;13.8;13.2;60;10.4;7.5;956.2;1020.4;1021.5;;;4.4;11;2.1;7.6;15.8;4.3;15.5;;;0;0;21;357;;;;0;0.057
BER;26.05.2025 20:00;14.5;14.1;14.7;12.9;12.7;64.4;10.6;7.8;956.8;1021.2;1022.1;;;3.9;4;1.7;6.1;14;3.8;13.7;;;0;0;0;363;;;;0;0.023
BER;26.05.2025 21:00;13.9;13.8;14;12.4;12.2;71.6;11.4;8.8;957.3;1021.9;1022.6;;;3;27;1.1;4;10.8;2.9;10.4;;;0;0;0;358;;;;0;0.013
BER;26.05.2025 22:00;13.2;12.9;13.5;11.3;10.8;77.9;11.8;9.4;957.4;1022.1;1022.7;;;2.5;17;1.4;5;9;2.4;8.6;;;0;0;0;342;;;;0;0.012
BER;26.05.2025 23:00;12.7;12.4;13.1;11.1;10.6;80.1;11.8;9.4;957.3;1022.1;1022.6;;;2.1;24;1.2;4.3;7.6;2;7.2;;;0;0;0;349;;;;0;0.009
BER;27.05.2025 00:00;12.4;12.1;12.8;11.1;10.9;83.1;12;9.6;957;1021.9;1022.3;;;1.8;34;1.1;4;6.5;1.8;6.5;;;0;0;0;352;;;;0;0.007
BER;27.05.2025 01:00;12.1;12;12.1;11;10.9;85.8;12.1;9.7;956.8;1021.8;1022.1;;;1.4;14;0.8;2.9;5;1.4;5;;;0;0;0;351;;;;0;0.004
BER;27.05.2025 02:00;12;11.9;12.1;11;10.8;85.5;12;9.7;956.4;1021.4;1021.7;;;1.8;21;1;3.6;6.5;1.7;6.1;;;0;0;0;353;;;;0;0.005
BER;27.05.2025 03:00;11.8;11.7;11.9;10.9;10.8;86;11.9;9.5;956.4;1021.4;1021.7;;;1.7;22;1.1;4;6.1;1.6;5.8;;;0;0;0;353;;;;0;0.005
BER;27.05.2025 04:00;11.6;11.4;11.9;10.8;10.7;87.8;12;9.6;956.6;1021.7;1021.9;;;1.4;27;0.4;1.4;5;1.3;4.7;;;0;0;0;351;;;;0;0.001
BER;27.05.2025 05:00;11.7;11.4;11.8;11;10.6;86.9;12;9.6;956.7;1021.8;1022;;;2;225;0.7;2.5;7.2;1.9;6.8;;;0;0;15;352;;;;0;0.023
BER;27.05.2025 06:00;11.8;11.7;12;11.3;10.9;86.3;11.9;9.6;957.4;1022.5;1022.8;;;1.6;173;0.8;2.9;5.8;1.6;5.8;;;0;0;34;350;;;;0;0.035
BER;27.05.2025 07:00;12.3;12.1;12.5;12.9;12.2;83.2;11.9;9.5;958;1023.1;1023.4;;;1.6;256;0.8;2.9;5.8;1.5;5.4;;;0;0;111;347;;;;0;0.072
BER;27.05.2025 08:00;13.8;12.8;14.3;18.3;14.6;74.4;11.7;9.3;958.4;1023.1;1023.8;;;2.3;194;0.7;2.5;8.3;2.2;7.9;;;0;0;424;316;;;;28;0.231
BER;27.05.2025 09:00;15.4;14.4;16.4;23.7;22.6;58.1;10.1;7.2;958.3;1022.6;1023.7;;;3.7;174;1.4;5;13.3;3.6;13;;;0;0;734;306;;;;59;0.409
BER;27.05.2025 10:00;16.4;15.9;16.8;24.7;22;54.2;10.1;7.1;958.2;1022.2;1023.6;;;4.7;230;1.9;6.8;16.9;4.6;16.6;;;0;0;670;321;;;;39;0.401
BER;27.05.2025 11:00;16.9;15.6;17.8;27;23.9;54.2;10.5;7.6;958.1;1022;1023.5;;;4.3;188;1.9;6.8;15.5;4.2;15.1;;;0;0;816;323;;;;44;0.484
BER;27.05.2025 12:00;18.2;17.2;19.2;28.9;23.3;48.3;10.1;7.1;958.1;1021.7;1023.5;;;5.2;256;1.9;6.8;18.7;5.1;18.4;;;0;0;808;344;;;;39;0.501
BER;27.05.2025 13:00;17.3;16.5;17.6;21.1;18.8;53.1;10.5;7.6;957.9;1021.7;1023.3;;;6.5;328;3.2;11.5;23.4;6.3;22.7;;;0;0;400;365;;;;0;0.291
BER;27.05.2025 14:00;18.5;17.5;19.4;25.5;23.9;50.2;10.7;7.9;957.9;1021.4;1023.3;;;5.8;313;2.1;7.6;20.9;5.7;20.5;;;0;0;701;341;;;;27;0.44
BER;27.05.2025 15:00;18.7;18;19.2;25.3;23.5;48;10.4;7.5;957.8;1021.2;1023.2;;;6.6;295;2.7;9.7;23.8;6.4;23;;;0;0;649;333;;;;45;0.413
BER;27.05.2025 16:00;18.4;18;19.1;24.3;22.5;49.2;10.4;7.6;957.6;1021.2;1023;;;5.4;276;2.2;7.9;19.4;5.3;19.1;;;0;0;519;320;;;;58;0.325
BER;27.05.2025 17:00;18.3;17.8;18.6;22;20.6;52.2;11;8.3;957.6;1021.1;1023;;;4.8;254;2;7.2;17.3;4.7;16.9;;;0;0;381;321;;;;58;0.234
BER;27.05.2025 18:00;17.9;17.6;18.3;17.4;15.4;52;10.6;7.9;957.5;1021.2;1022.9;;;4;267;1.8;6.5;14.4;3.9;14;;;0;0;219;317;;;;60;0.132
BER;27.05.2025 19:00;16.4;15.5;17.4;12.2;10.2;55.9;10.4;7.5;957.7;1021.7;1023.1;;;4.1;250;1.2;4.3;14.8;4.1;14.8;;;0;0;48;312;;;;12;0.034
BER;27.05.2025 20:00;14;12.6;15.2;8.8;8.3;69.1;11;8.4;958;1022.6;1023.4;;;1.1;146;0.4;1.4;4;1.1;4;;;0;0;1;313;;;;0;-0.01
BER;27.05.2025 21:00;12.5;12.2;13.1;7.8;7.3;77.6;11.2;8.7;958.3;1023.3;1023.7;;;1.4;207;0.5;1.8;5;1.3;4.7;;;0;0;0;311;;;;0;-0.006
BER;27.05.2025 22:00;12.6;11.9;13.3;9;7.3;78;11.4;8.9;958.2;1023.2;1023.6;;;4.5;174;2;7.2;16.2;4.4;15.8;;;0;0;0;332;;;;0;0.015
BER;27.05.2025 23:00;13.4;13.1;13.7;10.3;9.3;75.5;11.6;9.2;958.1;1022.9;1023.5;;;3.6;185;1.3;4.7;13;3.5;12.6;;;0;0;0;340;;;;0;0.012
BER;28.05.2025 00:00;13;12.7;13.1;9.6;8.9;76.6;11.4;8.9;957.9;1022.7;1023.3;;;3.6;164;1.9;6.8;13;3.5;12.6;;;0;0;0;330;;;;0;0.014
BER;28.05.2025 01:00;12.3;11.7;12.9;10.3;9.9;82;11.7;9.3;957.7;1022.6;1023;;;3.8;198;1.7;6.1;13.7;3.7;13.3;;;0;0;0;344;;;;0;0.01
BER;28.05.2025 02:00;12.2;11.9;12.6;10.3;10;83.1;11.8;9.4;957.4;1022.5;1022.8;;;3.9;211;1.3;4.7;14;3.8;13.7;;;0;0;0;344;;;;0;0.008
BER;28.05.2025 03:00;12.2;11.9;12.4;10;9;83.1;11.8;9.4;957.5;1022.5;1022.9;;;2.7;171;1.3;4.7;9.7;2.6;9.4;;;0;0;0;336;;;;0;0.008
BER;28.05.2025 04:00;11.8;11.1;12.2;8;7.5;82.7;11.4;9;957.5;1022.6;1022.8;;;2.1;170;1.2;4.3;7.6;2.1;7.6;;;0;0;2;317;;;;0;0.006
BER;28.05.2025 05:00;11.6;11;12.1;9.5;7.7;86.5;11.8;9.4;957.6;1022.7;1023;;;2.7;185;1.3;4.7;9.7;2.7;9.7;;;0;0;54;317;;;;0;0.027
BER;28.05.2025 06:00;12.9;12.3;13.6;12;11.2;79.9;11.9;9.5;957.7;1022.5;1023.1;;;3.4;169;1.5;5.4;12.2;3.3;11.9;;;0;0;116;322;;;;0;0.071
BER;28.05.2025 07:00;14.9;14.2;15.9;16.1;14;71.1;12.1;9.7;957.4;1021.8;1022.8;;;4.1;198;1.7;6.1;14.8;4.1;14.8;;;0;0;269;328;;;;20;0.158
BER;28.05.2025 08:00;16.6;15.9;17;19.6;18.7;67.3;12.7;10.4;957.5;1021.4;1022.8;;;5.8;239;2.7;9.7;20.9;5.7;20.5;;;0;0;363;343;;;;16;0.23
BER;28.05.2025 09:00;16.7;16.4;16.9;18.6;17.8;67.9;12.9;10.8;957.8;1021.7;1023.2;;;6.8;257;2.7;9.7;24.5;6.5;23.4;;;0;0;226;365;;;;0;0.172
BER;28.05.2025 10:00;16.8;16.7;17;17.6;16.8;68.4;13.1;11;957.8;1021.7;1023.2;;;6.3;232;2.9;10.4;22.7;6.2;22.3;;;0;0;161;369;;;;0;0.145
BER;28.05.2025 11:00;17.1;17;17.2;16.9;16.5;66.3;12.9;10.8;957.6;1021.5;1023;;;5.3;227;2.3;8.3;19.1;5.2;18.7;;;0;0;123;372;;;;0;0.125
BER;28.05.2025 12:00;15.6;14.9;16.5;15.3;14.9;80.9;14.3;12.3;957.9;1022.2;1023.3;;;6.6;232;2.6;9.4;23.8;6.5;23.4;;;1.3;0;113;376;;;;0;0.098
BER;28.05.2025 13:00;15;14.8;15.1;15.3;14.8;88.1;15;13.1;958.1;1022.5;1023.5;;;5.5;222;2.5;9;19.8;5.3;19.1;;;0.4;0;132;375;;;;0;0.095
BER;28.05.2025 14:00;14.8;14.8;14.9;15;14.6;89.1;15;13.1;958.1;1022.5;1023.5;;;5.3;218;2.4;8.6;19.1;5;18;;;0.1;0;98;373;;;;0;0.077
BER;28.05.2025 15:00;14.7;14.5;14.8;15;14.5;89.9;15;13;957.9;1022.3;1023.3;;;6.6;223;2.8;10.1;23.8;6.1;22;;;1.4;0;119;375;;;;0;0.084
BER;28.05.2025 16:00;14.2;13.9;14.6;14.4;14;89.9;14.5;12.5;957.8;1022.4;1023.2;;;6.3;227;2.6;9.4;22.7;6.2;22.3;;;1.6;0;98;374;;;;0;0.071
BER;28.05.2025 17:00;13.9;13.6;14.1;13.8;13.4;89.9;14.2;12.2;958;1022.7;1023.4;;;9.2;236;3.5;12.6;33.1;9;32.4;;;0.5;0;77;374;;;;0;0.06
BER;28.05.2025 18:00;13.8;13.6;13.9;13.7;13.5;91.6;14.4;12.4;958.2;1022.9;1023.6;;;7;230;2.4;8.6;25.2;6.8;24.5;;;0.2;0;67;368;;;;0;0.046
BER;28.05.2025 19:00;13.8;13.6;14;13.4;12.7;92.2;14.6;12.6;958.5;1023.1;1023.9;;;3.8;214;1.3;4.7;13.7;3.7;13.3;;;0;0;35;353;;;;0;0.016
BER;28.05.2025 20:00;13.7;13.6;13.8;12.4;12.2;91.8;14.4;12.4;958.9;1023.7;1024.3;;;3.2;209;1.3;4.7;11.5;3.1;11.2;;;0;0;2;355;;;;0;0.004
BER;28.05.2025 21:00;13.5;13.4;13.6;12.1;11.9;91;14.1;12.1;959.2;1024;1024.6;;;4;209;1.4;5;14.4;3.9;14;;;0;0;0;355;;;;0;0.004
BER;28.05.2025 22:00;13.3;13.1;13.4;11.9;11.6;90.7;13.8;11.8;959.3;1024.2;1024.8;;;5.5;225;2.5;9;19.8;5.4;19.4;;;0;0;0;346;;;;0;0.007
BER;28.05.2025 23:00;13.2;13;13.3;11.8;11.4;89.5;13.5;11.5;959.4;1024.3;1024.8;;;4.2;215;1.7;6.1;15.1;4.1;14.8;;;0;0;0;355;;;;0;0.006
BER;29.05.2025 00:00;13.3;13.1;13.4;12;12;88.6;13.5;11.4;959.3;1024.2;1024.7;;;3.7;213;1.7;6.1;13.3;3.7;13.3;;;0.1;0;0;365;;;;0;0.006
BER;29.05.2025 01:00;13.3;13.2;13.4;12;11.8;86.7;13.2;11.1;959.2;1024.1;1024.6;;;5.7;225;2.4;8.6;20.5;5.6;20.2;;;0;0;0;360;;;;0;0.01
BER;29.05.2025 02:00;13.4;13.2;13.5;11.9;11.8;86.1;13.2;11.1;959.4;1024.2;1024.8;;;7;240;2.5;9;25.2;6.8;24.5;;;0.3;0;0;360;;;;0;0.011
BER;29.05.2025 03:00;13.2;12.9;13.3;11.9;11.8;88.2;13.3;11.3;959.6;1024.5;1025.1;;;3.3;233;1.3;4.7;11.9;3.2;11.5;;;0.2;0;0;365;;;;0;0.005
BER;29.05.2025 04:00;12.7;12.6;12.8;12.1;11.9;93.5;13.7;11.7;960;1025;1025.5;;;3.6;23;1.4;5;13;3.6;13;;;0.7;0;1;366;;;;0;0.003
BER;29.05.2025 05:00;12.6;12.5;12.8;12;11.8;94.3;13.8;11.7;960;1025;1025.5;;;1.9;162;0.8;2.9;6.8;1.9;6.8;;;0;0;27;347;;;;0;0.021
BER;29.05.2025 06:00;13.1;12.8;13.6;12.9;12.1;93.7;14.1;12.1;960.3;1025.3;1025.8;;;1.8;164;0.7;2.5;6.5;1.7;6.1;;;0;0;112;322;;;;8;0.06
BER;29.05.2025 07:00;14.4;13.9;14.6;16.4;15.6;86.5;14.1;12.1;960.7;1025.4;1026.2;;;3.4;198;1.3;4.7;12.2;3.3;11.9;;;0;0;307;322;;;;26;0.161
BER;29.05.2025 08:00;15.2;14.5;15.9;17.8;15.7;80.4;13.9;11.8;960.5;1025;1026;;;3;222;1.4;5;10.8;2.9;10.4;;;0;0;373;333;;;;9;0.211
BER;29.05.2025 09:00;16.5;15.8;17.3;23.6;21.6;70.9;13.3;11.2;960.5;1024.7;1026;;;5;251;2;7.2;18;5;18;;;0;0;641;329;;;;45;0.366
BER;29.05.2025 10:00;17.6;16.4;18;26.6;23.5;62.6;12.6;10.3;960.4;1024.3;1025.9;;;5.8;258;2.2;7.9;20.9;5.7;20.5;;;0;0;777;318;;;;52;0.46
BER;29.05.2025 11:00;18.8;18.3;19;29.9;28.8;58.7;12.7;10.5;960.3;1024;1025.8;;;5.2;284;2.4;8.6;18.7;5.1;18.4;;;0;0;898;320;;;;57;0.544
BER;29.05.2025 12:00;20.1;19.6;20.5;29.9;29.6;49.7;11.7;9.2;960.3;1023.6;1025.8;;;7.5;272;3;10.8;27;7.4;26.6;;;0;0;931;318;;;;60;0.591
BER;29.05.2025 13:00;20.4;20.1;20.5;29.9;28.4;46.1;11;8.4;960;1023.2;1025.5;;;5.7;259;2;7.2;20.5;5.6;20.2;;;0;0;872;327;;;;60;0.559
BER;29.05.2025 14:00;20.7;20.5;20.9;28.1;27.5;45.7;11.2;8.6;959.9;1023;1025.4;;;5.7;261;1.3;4.7;20.5;5.6;20.2;;;0;0;717;340;;;;57;0.466
BER;29.05.2025 15:00;21.2;20.5;21.9;28.7;27.1;45.7;11.6;9.1;959.6;1022.6;1025.1;;;4;256;1.1;4;14.4;3.9;14;;;0;0;696;337;;;;60;0.444
BER;29.05.2025 16:00;21.6;21.4;21.8;28.4;28.1;44.5;11.5;9;959.3;1022.2;1024.8;;;3.9;288;1.1;4;14;3.8;13.7;;;0;0;576;332;;;;60;0.363
BER;29.05.2025 17:00;21.6;21.4;21.7;25.4;22.3;42.4;10.9;8.3;959.1;1022;1024.5;;;3.7;270;1.4;5;13.3;3.6;13;;;0;0;388;331;;;;60;0.249
BER;29.05.2025 18:00;21;20.4;21.3;18.9;16.5;46;11.4;8.9;959;1022.1;1024.4;;;2.8;306;0.9;3.2;10.1;2.7;9.7;;;0;0;202;329;;;;59;0.118
BER;29.05.2025 19:00;18.4;16.8;19.9;13.8;12.1;62;13.1;11;959;1022.6;1024.4;;;1.8;11;0.6;2.2;6.5;1.8;6.5;;;0;0;58;323;;;;34;0.019
BER;29.05.2025 20:00;15.1;14.3;16;10.4;9.5;74.1;12.7;10.5;959.3;1023.7;1024.7;;;1.9;18;0.5;1.8;6.8;1.9;6.8;;;0;0;1;317;;;;0;-0.015
BER;29.05.2025 21:00;13.5;12.5;14.5;8.8;8.2;79.5;12.3;10;959.7;1024.5;1025.2;;;1.3;45;0.3;1.1;4.7;1.2;4.3;;;0;0;0;313;;;;0;-0.017
