station_abbr;reference_timestamp;tre200h0;tre200hn;tre200hx;tre005h0;tre005hn;ure200h0;pva200h0;tde200h0;prestah0;pp0qffh0;pp0qnhh0;ppz700h0;ppz850h0;fkl010h1;dkl010h0;fkl010h0;fu3010h0;fu3010h1;fkl010h3;fu3010h3;wcc006h0;fve010h0;rre150h0;htoauths;gre000h0;oli000h0;olo000h0;osr000h0;ods000h0;sre000h0;erefaoh0
VIS;14.01.2025 17:00;-6.4;-10.3;-4.6;-11.5;-11.7;94.6;3.6;-7.2;953.9;;1029.6;;1532.8;1.7;270;0.6;2.2;6.1;1.6;5.8;0;;0;;4;;;;1;0;-0.003
VIS;14.01.2025 18:00;-7;-9.5;-4.6;-11.5;-11.6;94.8;3.4;-7.7;954.9;;1030.6;;1538.6;1.8;180;0.7;2.5;6.5;1.8;6.5;0;;0;;2;;;;0;0;-0.003
VIS;14.01.2025 19:00;-6.9;-9.4;-5.7;-11.9;-12;96.8;3.6;-7.3;955.5;;1031.2;;1543.5;1.3;72;0.6;2.2;4.7;1.3;4.7;0;;0;;2;;;;0;0;-0.003
VIS;14.01.2025 20:00;-8.3;-9.6;-6.1;-12.4;-12.6;95.2;3.1;-9;955.6;;1031.3;;1539.2;1.2;0;0.5;1.8;4.3;1.1;4;0;;0;;2;;;;0;0;-0.003
VIS;14.01.2025 21:00;-8.5;-10.8;-7.2;-12.6;-12.6;96.4;3.1;-8.9;955.7;;1031.4;;1539.9;1.1;90;0.5;1.8;4;1.1;4;0;;0;;2;;;;0;0;-0.003
VIS;14.01.2025 22:00;-9.4;-10.6;-8.2;-12.6;-12.7;95.3;2.9;-10;955.6;;1031.3;;1535.9;1.1;270;0.6;2.2;4;1.1;4;0;;0;;2;;;;0;0;-0.003
VIS;14.01.2025 23:00;-8.7;-10.4;-6.3;-12.5;-12.8;98.4;3.1;-8.9;955.6;;1031.3;;1538.1;1.7;83;0.8;2.9;6.1;1.6;5.8;0;;0;;2;;;;0;0;-0.003
VIS;15.01.2025 00:00;-8.6;-10.1;-6.6;-12.4;-12.7;93.1;3;-9.6;955.7;;1031.4;;1538.8;1.1;135;0.5;1.8;4;1.1;4;0;;0;;2;;;;0;0;-0.003
VIS;15.01.2025 01:00;-8.5;-9.4;-6.8;-12.5;-12.7;94.1;3.1;-9.2;955.1;;1030.8;;1535;1.8;99;0.7;2.5;6.5;1.8;6.5;0;;0;;2;;;;0;0;-0.003
VIS;15.01.2025 02:00;-8.4;-12.2;-6.1;-12.8;-12.9;93.7;3.1;-9.2;954.5;;1030.2;;1530.7;1.1;90;0.3;1.1;4;1.1;4;0;;0;;2;;;;0;0;-0.004
VIS;15.01.2025 03:00;-9.4;-10.3;-8.2;-12.6;-12.7;91.7;2.8;-10.5;954;;1029.6;;1522.7;1.5;270;0.8;2.9;5.4;1.5;5.4;0;;0;;2;;;;0;0;-0.002
VIS;15.01.2025 04:00;-9;-11.4;-6.3;-12.3;-12.7;90.7;2.9;-10.2;953.9;;1029.5;;1523.9;2.3;270;0.8;2.9;8.3;2.2;7.9;0;;0;;2;;;;0;0;-0.002
VIS;15.01.2025 05:00;-9.4;-11.3;-8.2;-12;-12.1;93.4;2.8;-10.3;953.7;;1029.3;;1520.7;1.5;45;0.5;1.8;5.4;1.5;5.4;0;;0;;2;;;;0;0;-0.003
VIS;15.01.2025 06:00;-8.6;-9.5;-7.8;-11.8;-11.9;92;2.9;-9.6;953.6;;1029.2;;1522.7;1.7;90;0.6;2.2;6.1;1.6;5.8;0;;0;;2;;;;0;0;-0.003
VIS;15.01.2025 07:00;-9.9;-11.6;-8.8;-11.8;-12;93.5;2.7;-10.8;953.7;;1029.3;;1518.6;1.8;270;0.7;2.5;6.5;1.8;6.5;0;;0;;2;;;;0;0;-0.002
VIS;15.01.2025 08:00;-9.5;-10.5;-7.9;-12.1;-12.2;95.7;2.9;-10.1;953.7;;1029.3;;1520.1;1.7;63;0.6;2.2;6.1;1.7;6.1;0;;0;;11;;;;8;0;0.006
VIS;15.01.2025 09:00;-9.3;-10.9;-7.2;-11.5;-12;89;2.7;-10.8;953.9;;1029.5;;1522.7;2.2;270;0.7;2.5;7.9;2.1;7.6;0;;0;;26;;;;23;0;0.013
VIS;15.01.2025 10:00;-7.9;-8.9;-6.6;-11;-11.1;90.7;3.1;-9.1;953.4;;1029;;1523.8;2.2;270;0.7;2.5;7.9;2.1;7.6;0;;0;;32;;;;30;0;0.016
VIS;15.01.2025 11:00;-7.9;-10.5;-5.7;-10.5;-10.7;89.4;3;-9.4;952.7;;1028.2;;1517.4;1.7;90;0.7;2.5;6.1;1.6;5.8;0;;0;;36;;;;34;0;0.017
VIS;15.01.2025 12:00;-5.4;-7;-3.9;-9.7;-9.9;85.9;3.5;-7.5;951.6;;1027.1;;1517.5;2.3;153;0.7;2.5;8.3;2.3;8.3;0;;0;;38;;;;35;0;0.021
VIS;15.01.2025 13:00;-5.2;-6.9;-3;-9.2;-9.3;90.4;3.8;-6.5;950.7;;1026.1;;1510.8;1.9;263;1;3.6;6.8;1.9;6.8;0;;0;;37;;;;34;0;0.02
VIS;15.01.2025 14:00;-4.2;-5.7;-2.1;-9;-9.1;87.5;3.9;-5.9;949.9;;1025.3;;1508;2.6;270;0.9;3.2;9.4;2.5;9;0;;0;;34;;;;32;0;0.021
VIS;15.01.2025 15:00;-3.6;-5.9;-1.5;-9.1;-9.3;85.6;4;-5.7;949.7;;1025.1;;1508.1;1.6;315;0.6;2.2;5.8;1.6;5.8;0;;0;;27;;;;24;0;0.018
VIS;15.01.2025 16:00;-4.3;-5.2;-3.2;-9.1;-9.5;87.9;3.9;-6.1;949.8;;1025.2;;1506.7;2.1;90;0.6;2.2;7.6;2;7.2;0;;0;;15;;;;12;0;0.01
VIS;15.01.2025 17:00;-6.8;-8.2;-4.6;-9.9;-10.4;92.6;3.4;-7.9;950.3;;1025.7;;1502.4;1.4;90;0.8;2.9;5;1.4;5;0;;0;;3;;;;1;0;-0.002
VIS;15.01.2025 18:00;-5.5;-7.8;-4;-10.4;-10.7;92.7;3.8;-6.5;950.8;;1026.2;;1511.1;1.9;103;1;3.6;6.8;1.9;6.8;0;;0;;2;;;;0;0;-0.002
VIS;15.01.2025 19:00;-6;-8;-3.9;-11.2;-11.5;92.5;3.6;-7.1;951.2;;1026.7;;1512.2;1.9;104;0.5;1.8;6.8;1.8;6.5;0;;0;;2;;;;0;0;-0.003
VIS;15.01.2025 20:00;-7.3;-9.5;-5.9;-11.3;-11.5;94.2;3.4;-8.1;951.6;;1027.1;;1510.9;1.6;180;0.6;2.2;5.8;1.6;5.8;0;;0;;2;;;;0;0;-0.003
VIS;15.01.2025 21:00;-7.4;-8.9;-5.5;-11.4;-11.6;94.5;3.3;-8.1;951.5;;1027;;1510.1;1.6;90;0.7;2.5;5.8;1.6;5.8;0;;0;;2;;;;0;0;-0.003
VIS;15.01.2025 22:00;-7.7;-8.8;-6.2;-11.3;-11.5;95.6;3.3;-8.2;951.6;;1027.1;;1509.6;1.5;90;0.4;1.4;5.4;1.5;5.4;0;;0;;2;;;;0;0;-0.004
VIS;15.01.2025 23:00;-7.8;-9.5;-6.4;-11.7;-11.8;93.3;3.2;-8.7;951.6;;1027.1;;1509.1;2;104;0.6;2.2;7.2;1.9;6.8;0;;0;;2;;;;0;0;-0.003
VIS;16.01.2025 00:00;-8.6;-9.9;-7;-11.9;-12.1;93.3;3;-9.5;951.5;;1027;;1505.4;1.4;0;0.5;1.8;5;1.4;5;0;;0;;2;;;;0;0;-0.003
VIS;16.01.2025 01:00;-8.9;-11.7;-6.9;-12.2;-12.4;93.8;2.9;-9.7;951.3;;1026.8;;1503.5;1.6;135;0.6;2.2;5.8;1.5;5.4;0;;0;;2;;;;0;0;-0.003
VIS;16.01.2025 02:00;-8.5;-9.8;-7.1;-12.2;-12.3;92.3;3;-9.5;951.3;;1026.8;;1504.5;2.8;63;0.8;2.9;10.1;2.7;9.7;0;;0;;2;;;;0;0;-0.002
VIS;16.01.2025 03:00;-8.8;-9.9;-7.3;-12;-12.4;93.4;2.9;-9.7;951.3;;1026.8;;1503.4;1.3;0;0.4;1.4;4.7;1.3;4.7;0;;0;;2;;;;0;0;-0.003
VIS;16.01.2025 04:00;-9.7;-10.9;-7.8;-12.8;-12.9;93.7;2.8;-10.6;951.5;;1027;;1502.1;1.9;90;0.4;1.4;6.8;1.9;6.8;0;;0;;2;;;;0;0;-0.003
VIS;16.01.2025 05:00;-10.9;-12;-9.3;-12.4;-12.6;94.4;2.5;-11.6;952;;1027.5;;1502.3;1;0;0.2;0.7;3.6;1;3.6;0;;0;;2;;;;0;0;-0.003
VIS;16.01.2025 06:00;-9.3;-9.6;-8.7;-12.2;-12.5;92.9;2.8;-10.2;952.5;;1028;;1511.7;1;117;0.4;1.4;3.6;1;3.6;0;;0;;2;;;;0;0;-0.003
VIS;16.01.2025 07:00;-8.8;-9.6;-7.8;-11.9;-12.1;89.4;2.8;-10.2;953.1;;1028.7;;1518;2.2;270;0.9;3.2;7.9;2.2;7.9;0;;0;;2;;;;0;0;-0.002
VIS;16.01.2025 08:00;-8.7;-10.3;-7.9;-12.1;-12.3;92.9;3;-9.6;954;;1029.7;;1525.7;1.1;0;0.3;1.1;4;1.1;4;0;;0;;12;;;;9;0;0.006
VIS;16.01.2025 09:00;-9.3;-10.9;-7.9;-12;-12.3;91.9;2.8;-10.4;954.6;;1030.3;;1527.6;1.3;243;0.6;2.2;4.7;1.3;4.7;0;;0;;26;;;;24;0;0.012
VIS;16.01.2025 10:00;-8.6;-9.8;-6.7;-11.7;-11.8;89.3;2.9;-10;955;;1030.7;;1533.5;1.4;270;0.6;2.2;5;1.4;5;0;;0;;33;;;;31;0;0.016
VIS;16.01.2025 11:00;-8.2;-10.5;-6.6;-11.3;-11.5;90;3;-9.5;955;;1030.7;;1535.4;1.3;252;0.5;1.8;4.7;1.2;4.3;0;;0;;37;;;;34;0;0.017
VIS;16.01.2025 12:00;-5.6;-8.8;-3.6;-10.3;-11.1;86.9;3.5;-7.5;955.2;;1030.9;;1545.3;3.3;263;1.7;6.1;11.9;3.2;11.5;0;;0;;38;;;;36;0;0.022
VIS;16.01.2025 13:00;-2.8;-3.6;-2;-8;-9.1;78;3.9;-6.1;955;;1030.7;;1553.9;5.3;257;2.8;10.1;19.1;5.2;18.7;0;;0;;38;;;;36;0;0.032
VIS;16.01.2025 14:00;-1.9;-2.7;-1.3;-6.9;-7;75.1;4;-5.7;954.9;;1030.6;;1556.1;4.3;273;2.1;7.6;15.5;4.2;15.1;0;;0;;36;;;;34;0;0.032
VIS;16.01.2025 15:00;-3.7;-5;-2;-7.9;-8.5;85.6;4;-5.8;954.8;;1030.5;;1549.3;1.2;135;0.5;1.8;4.3;1.1;4;0;;0;;29;;;;27;0;0.018
VIS;16.01.2025 16:00;-4.8;-6.7;-3;-9;-9.3;91.6;3.9;-6;955.5;;1031.3;;1551.2;2.3;135;0.7;2.5;8.3;2.3;8.3;0;;0;;16;;;;12;0;0.009
VIS;16.01.2025 17:00;-5.9;-6.7;-4.4;-9.6;-10.2;91.7;3.6;-7;956.1;;1031.9;;1551.8;1.4;90;0.9;3.2;5;1.4;5;0;;0;;3;;;;1;0;-0.002
VIS;16.01.2025 18:00;-6.1;-7.2;-4.7;-10.4;-10.6;93.8;3.7;-6.9;956.7;;1032.5;;1556.3;1.5;146;0.5;1.8;5.4;1.4;5;0;;0;;2;;;;0;0;-0.004
VIS;16.01.2025 19:00;-7;-9.3;-4.8;-10.9;-11;94.9;3.5;-7.7;957.3;;1033.1;;1557.5;1.4;101;0.6;2.2;5;1.3;4.7;0;;0;;2;;;;0;0;-0.003
VIS;16.01.2025 20:00;-7.4;-9.1;-4.2;-11;-11.3;93.4;3.3;-8.3;957.5;;1033.3;;1557.4;1.6;72;0.6;2.2;5.8;1.5;5.4;0;;0;;2;;;;0;0;-0.003
VIS;16.01.2025 21:00;-8.3;-10.1;-5.6;-11.4;-11.5;95;3.2;-8.9;957.2;;1033.1;;1552.7;1.3;297;0.3;1.1;4.7;1.3;4.7;0;;0;;2;;;;0;0;-0.004
VIS;16.01.2025 22:00;-8.1;-9.3;-7.1;-11.7;-11.8;94.4;3.1;-8.9;957.3;;1033.1;;1553.3;1.9;90;0.8;2.9;6.8;1.9;6.8;0;;0;;2;;;;0;0;-0.003
VIS;16.01.2025 23:00;-7.9;-9.6;-6.8;-11.6;-11.7;92.7;3.1;-8.9;957.4;;1033.2;;1554.8;2.8;90;1;3.6;10.1;2.7;9.7;0;;0;;2;;;;0;0;-0.002
VIS;17.01.2025 00:00;-6.5;-8;-5.1;-11.1;-11.5;93.3;3.5;-7.5;957.7;;1033.6;;1562.4;3.2;278;1.1;4;11.5;3.1;11.2;0;;0;;2;;;;0;0;-0.002
VIS;17.01.2025 01:00;-7.7;-9.5;-5.9;-11.1;-11.2;95.1;3.3;-8.4;957.8;;1033.7;;1559;2.3;95;1.3;4.7;8.3;2.3;8.3;0;;0;;2;;;;0;0;-0.002
VIS;17.01.2025 02:00;-7.6;-9.8;-5.9;-11.6;-11.7;91.5;3.2;-8.8;957.7;;1033.6;;1558.7;2.1;270;0.8;2.9;7.6;2.1;7.6;0;;0;;2;;;;0;0;-0.002
VIS;17.01.2025 03:00;-8;-8.8;-7.6;-11.6;-11.7;93.4;3.1;-8.9;958;;1033.9;;1559.3;2.5;270;1.1;4;9;2.5;9;0;;0;;2;;;;0;0;-0.002
VIS;17.01.2025 04:00;-7.7;-10.1;-6.2;-11.7;-11.8;94.4;3.3;-8.5;958.1;;1034;;1561;2.3;99;1.2;4.3;8.3;2.2;7.9;0;;0;;2;;;;0;0;-0.002
VIS;17.01.2025 05:00;-9.7;-12.7;-7.2;-11.8;-12.1;96.1;2.9;-10.2;958;;1033.9;;1553.4;1.9;117;0.6;2.2;6.8;1.8;6.5;0;;0;;2;;;;0;0;-0.003
VIS;17.01.2025 06:00;-10.1;-12.4;-8.2;-12.5;-12.6;95.9;2.7;-10.6;958.1;;1034;;1553.2;1.1;315;0.2;0.7;4;1.1;4;0;;0;;2;;;;0;0;-0.004
VIS;17.01.2025 07:00;-10.1;-12;-8.5;-12.9;-13.1;95.2;2.7;-10.7;958.4;;1034.3;;1555.2;1.1;270;0.2;0.7;4;1.1;4;0;;0;;2;;;;0;0;-0.004
VIS;17.01.2025 08:00;-9.8;-12.2;-7.4;-13.2;-13.3;93.3;2.7;-10.7;958.5;;1034.4;;1556.7;1.6;180;0.7;2.5;5.8;1.6;5.8;0;;0;;12;;;;9;0;0.006
VIS;17.01.2025 09:00;-9.3;-10.6;-7.8;-12.5;-12.8;93.6;2.8;-10.2;958.2;;1034.1;;1556.4;1.3;270;0.3;1.1;4.7;1.3;4.7;0;;0;;25;;;;23;0;0.012
VIS;17.01.2025 10:00;-8.1;-10.1;-7;-12.1;-12.3;93.4;3.1;-8.9;957.7;;1033.6;;1557.3;1;117;0.4;1.4;3.6;1;3.6;0;;0;;32;;;;30;0;0.015
VIS;17.01.2025 11:00;-7.4;-9.4;-6;-11.8;-12.1;91.5;3.3;-8.5;957;;1032.8;;1554;2.1;263;0.9;3.2;7.6;2.1;7.6;0;;0;;36;;;;33;0;0.018
VIS;17.01.2025 12:00;-6.2;-8.8;-4;-10.8;-11.3;91.1;3.5;-7.4;955.8;;1031.5;;1548.4;1.7;252;0.7;2.5;6.1;1.7;6.1;0;;0;;37;;;;35;0;0.019
VIS;17.01.2025 13:00;-5.5;-8.3;-3.9;-10.4;-10.5;93;3.8;-6.5;955;;1030.7;;1544;0.9;243;0.3;1.1;3.2;0.9;3.2;0;;0;;36;;;;34;0;0.019
VIS;17.01.2025 14:00;-4.4;-7.7;-2.1;-10.1;-10.2;89.8;4;-5.9;955;;1030.7;;1548.1;1.2;236;0.5;1.8;4.3;1.2;4.3;0;;0;;34;;;;32;0;0.02
VIS;17.01.2025 15:00;-4.9;-5.6;-3.6;-10.2;-10.2;89.6;3.8;-6.3;955.3;;1031;;1549.3;1.6;76;0.6;2.2;5.8;1.6;5.8;0;;0;;27;;;;25;0;0.016
VIS;17.01.2025 16:00;-6.5;-7.8;-5.3;-10.3;-10.4;94.3;3.6;-7.3;955.4;;1031.1;;1544.3;2.1;270;0.7;2.5;7.6;2.1;7.6;0;;0;;16;;;;13;0;0.008
VIS;17.01.2025 17:00;-6.1;-8.6;-4.3;-10.8;-10.9;95.7;3.7;-6.7;955.7;;1031.4;;1547.8;1.2;315;0.5;1.8;4.3;1.2;4.3;0;;0;;4;;;;1;0;-0.003
VIS;17.01.2025 18:00;-5.5;-8.8;-3.4;-10.9;-11;91.5;3.7;-6.7;955.8;;1031.6;;1550.9;3;94;1.4;5;10.8;3;10.8;0;;0;;2;;;;0;0;-0.001
VIS;17.01.2025 19:00;-5.9;-8.6;-3;-10.1;-10.3;92.1;3.6;-7;955.6;;1031.3;;1547.9;1.8;121;0.8;2.9;6.5;1.7;6.1;0;;0;;2;;;;0;0;-0.003
VIS;17.01.2025 20:00;-7.4;-11;-4.4;-11;-11.3;94.9;3.3;-8.1;955.4;;1031.1;;1541.2;1.7;99;0.7;2.5;6.1;1.7;6.1;0;;0;;2;;;;0;0;-0.003
VIS;17.01.2025 21:00;-8.3;-11.2;-6;-11.6;-11.8;94.7;3.1;-9;955.1;;1030.8;;1535.4;1.5;90;0.5;1.8;5.4;1.5;5.4;0;;0;;2;;;;0;0;-0.003
VIS;17.01.2025 22:00;-8.5;-10.4;-6;-11.6;-11.8;93.2;3;-9.5;954.7;;1030.4;;1531.3;2.1;76;0.7;2.5;7.6;2.1;7.6;0;;0;;2;;;;0;0;-0.003
VIS;17.01.2025 23:00;-8.3;-10.4;-7.3;-12.1;-12.2;93.4;3;-9.2;954.5;;1030.2;;1530.4;2.3;90;1;3.6;8.3;2.3;8.3;0;;0;;2;;;;0;0;-0.002
VIS;18.01.2025 00:00;-8.5;-11.1;-6.6;-11.6;-11.8;93;3;-9.4;954.4;;1030.1;;1529.5;2.8;236;0.9;3.2;10.1;2.8;10.1;0;;0;;2;;;;0;0;-0.002
VIS;18.01.2025 01:00;-8.1;-9.6;-6.5;-12;-12.4;92.3;3.1;-9.1;954.2;;1029.9;;1529.2;2.3;288;0.7;2.5;8.3;2.3;8.3;0;;0;;2;;;;0;0;-0.003
VIS;18.01.2025 02:00;-9.6;-13;-6.8;-12.4;-12.6;92.2;2.8;-10.6;953.7;;1029.3;;1520.1;4;276;1.3;4.7;14.4;3.9;14;0;;0;;2;;;;0;0;-0.001
VIS;18.01.2025 03:00;-8.6;-10.9;-5.9;-11.8;-12.2;89.1;2.9;-10.1;953.3;;1028.9;;1519.9;4.5;276;1.5;5.4;16.2;4.4;15.8;0;;0;;2;;;;0;0;0
VIS;18.01.2025 04:00;-1.2;-8.4;3.3;-9.4;-11.3;59.9;3.1;-8.8;952.4;;1028;;1538.6;12.8;81;4;14.4;46.1;12.5;45;0;;0;;2;;;;0;0;0.016
VIS;18.01.2025 05:00;4.8;3.3;5.4;-3.1;-4.6;36;3.1;-9.1;951.8;;1027.3;;1553.2;15.7;103;10.6;38.2;56.5;15.5;55.8;0;;0;;2;;;;0;0;0.059
VIS;18.01.2025 06:00;4.8;3.9;6.4;-1.5;-1.8;37.1;3.2;-8.7;952;;1027.5;;1555.5;16;98;8.6;31;57.6;15.9;57.2;0;;0;;4;;;;2;0;0.055
VIS;18.01.2025 07:00;4.6;4.3;4.8;-1.1;-1.2;39.4;3.3;-8;952.5;;1028;;1558.7;12.3;72;7.2;25.9;44.3;11.9;42.8;0;;0;;3;;;;1;0;0.049
VIS;18.01.2025 08:00;4.6;0.5;5.6;-1.1;-1.2;40.7;3.4;-7.8;952.9;;1028.5;;1561.9;12;68;5.6;20.2;43.2;11.3;40.7;0;;0;;18;;;;15;0;0.099
VIS;18.01.2025 09:00;4.7;3.6;6;-1.9;-2.1;42.8;3.6;-7;953;;1028.6;;1563.2;6.8;119;2.9;10.4;24.5;6.4;23;0;;0;;32;;;;29;0;0.076
VIS;18.01.2025 10:00;2.3;-1.4;5.6;-2.2;-2.9;52.9;3.8;-6.5;952.9;;1028.5;;1554.1;6.2;180;1.9;6.8;22.3;6.1;22;0;;0;;38;;;;36;0;0.053
VIS;18.01.2025 11:00;0.3;-1.2;1.3;-3.6;-4;61.1;3.8;-6.4;952.7;;1028.2;;1545.3;4.6;270;2.2;7.9;16.6;4.6;16.6;0;;0;;40;;;;38;0;0.047
VIS;18.01.2025 12:00;1.1;-1.1;3.1;-4.5;-4.7;66.6;4.4;-4.6;951.3;;1026.7;;1536.6;2.3;262;0.9;3.2;8.3;2.3;8.3;0;;0;;39;;;;37;0;0.035
VIS;18.01.2025 13:00;3;2.1;3.6;-4.5;-4.7;59;4.5;-4.3;950.3;;1025.7;;1534.6;4.3;274;1.6;5.8;15.5;4.3;15.5;0;;0;;38;;;;36;0;0.048
VIS;18.01.2025 14:00;2.8;0.8;4.1;-4.5;-4.5;57.9;4.3;-4.7;949.4;;1024.7;;1526.7;3.1;263;1.1;4;11.2;3.1;11.2;0;;0;;35;;;;33;0;0.041
VIS;18.01.2025 15:00;3.3;2.1;3.8;-3.6;-4.5;55.6;4.3;-4.8;949.1;;1024.4;;1525.7;7.7;273;3.7;13.3;27.7;7.5;27;0;;0;;29;;;;27;0;0.067
VIS;18.01.2025 16:00;1.2;0.6;2;-3;-3.9;65.7;4.4;-4.5;949.7;;1025.1;;1524.3;6.2;274;2.7;9.7;22.3;6;21.6;0;;0;;17;;;;15;0;0.037
VIS;18.01.2025 17:00;-0.3;-1.5;1.2;-5.5;-6.5;74.1;4.4;-4.3;950.2;;1025.6;;1523.1;2.1;281;0.7;2.5;7.6;2.1;7.6;0;;0;;5;;;;2;0;0
VIS;18.01.2025 18:00;-2.5;-4.4;-1.4;-7;-7.5;83.7;4.2;-4.9;950.4;;1025.8;;1517.6;3.1;276;1.1;4;11.2;3.1;11.2;0;;0;;2;;;;0;0;0
VIS;18.01.2025 19:00;-2.5;-5.5;-1.2;-8;-8.3;85.7;4.4;-4.6;950.1;;1025.5;;1515.1;1.4;360;0.4;1.4;5;1.3;4.7;0;;0;;2;;;;1;0;-0.004
VIS;18.01.2025 20:00;-4.4;-5.6;-2.5;-8.5;-8.5;91.8;4.1;-5.5;949.6;;1024.9;;1504.5;2.1;276;1;3.6;7.6;2.1;7.6;0;;0;;2;;;;0;0;-0.002
VIS;18.01.2025 21:00;-3.4;-5.1;-2.3;-8.5;-8.6;88;4.2;-5.1;949.2;;1024.5;;1504.5;2.7;275;1.3;4.7;9.7;2.7;9.7;0;;0;;2;;;;0;0;-0.001
VIS;18.01.2025 22:00;-3.1;-3.8;-2.3;-8.1;-8.6;89.6;4.4;-4.6;949;;1024.3;;1504.2;3.4;282;1.6;5.8;12.2;3.4;12.2;0;;0;;2;;;;0;0;0
VIS;18.01.2025 23:00;-3.7;-6.2;-2.8;-7.6;-7.8;90.4;4.2;-5.1;948.8;;1024.1;;1500.7;3.2;117;1;3.6;11.5;3.2;11.5;0;;0;;2;;;;0;0;-0.002
VIS;19.01.2025 00:00;-4.9;-6;-4.4;-8;-8.1;92.4;3.9;-6;948.4;;1023.7;;1493.2;3;279;1.1;4;10.8;3;10.8;0;;0;;2;;;;0;0;-0.002
VIS;19.01.2025 01:00;-5;-6.3;-3.5;-8.3;-8.4;92.9;3.9;-6;948;;1023.3;;1489.4;2.7;270;1.1;4;9.7;2.6;9.4;0;;0;;2;;;;0;0;-0.002
VIS;19.01.2025 02:00;-5.1;-6.4;-3.6;-8.4;-8.5;93.2;3.9;-6.1;947.5;;1022.7;;1485.4;1.8;153;0.9;3.2;6.5;1.8;6.5;0;;0;;2;;;;0;0;-0.003
VIS;19.01.2025 03:00;-5.9;-6.7;-4;-8.7;-8.9;94.3;3.7;-6.6;947.1;;1022.3;;1479.4;2.1;270;0.8;2.9;7.6;2.1;7.6;0;;0;;2;;;;0;0;-0.003
VIS;19.01.2025 04:00;-4.7;-5.6;-4;-7.5;-8.1;90.5;3.9;-6.1;946.8;;1022;;1481;3.3;280;1.2;4.3;11.9;3.2;11.5;0;;0;;2;;;;0;0;-0.001
VIS;19.01.2025 05:00;-3.6;-4.4;-3.3;-5.7;-6.7;89.6;4.2;-5.1;946.3;;1021.5;;1480.3;3.1;263;1.2;4.3;11.2;3;10.8;0;;0;;2;;;;0;0;-0.001
VIS;19.01.2025 06:00;5.7;-0.9;7.5;-2.7;-4.3;52.5;4.7;-3.6;945.8;;1020.9;;1506.3;10.7;94;5.8;20.9;38.5;10.6;38.2;0;;0;;1;;;;0;0;0.037
VIS;19.01.2025 07:00;7.2;6.4;7.8;-0.3;-0.7;48.4;4.9;-3;945.5;;1020.6;;1508.3;11.7;102;7.3;26.3;42.1;11.6;41.8;0;;0;;3;;;;1;0;0.049
VIS;19.01.2025 08:00;7.3;6.7;7.8;-0.1;-0.1;49.9;5.1;-2.4;945.5;;1020.6;;1509;11.4;97;6.6;23.8;41;11.3;40.7;0;;0;;13;;;;11;0;0.109
VIS;19.01.2025 09:00;2.1;0.4;7.7;0.1;0;69.6;4.9;-3;946;;1021.1;;1496;10.5;284;3.2;11.5;37.8;10.2;36.7;0;;0;;67;;;;62;0;0.05
VIS;19.01.2025 10:00;5.6;0.7;8.1;0.5;0.2;59.6;5.4;-1.8;945.8;;1020.9;;1505.5;10.8;113;5;18;38.9;10.3;37.1;0;;0;;122;;;;117;0;0.1
VIS;19.01.2025 11:00;7.9;7.5;8.6;1.9;0.6;52.8;5.6;-1.1;945.2;;1020.3;;1508.3;11.1;106;7.4;26.6;40;10.8;38.9;0;;0;;150;;;;146;0;0.15
VIS;19.01.2025 12:00;8.2;7.7;8.9;3.9;2.7;52.5;5.7;-1;944.9;;1020;;1506.2;10.8;110;8;28.8;38.9;10.6;38.2;0;;0;;187;;;;175;0;0.166
VIS;19.01.2025 13:00;8.8;8;9.2;5.3;5.2;52.6;5.9;-0.4;944.3;;1019.3;;1503.3;14;108;8.6;31;50.4;13.7;49.3;0;;0;;142;;;;130;0;0.162
VIS;19.01.2025 14:00;8.5;8;9.2;5.5;5.2;54.2;6;-0.3;943.7;;1018.7;;1496.7;14.2;114;8;28.8;51.1;13.8;49.7;0;;0;;115;;;;106;0;0.145
VIS;19.01.2025 15:00;9.4;9.1;9.9;6.2;5.8;46.7;5.5;-1.4;943;;1017.9;;1493.8;13.5;116;8.7;31.3;48.6;13.2;47.5;10;;0;;79;;;;73;0;0.163
VIS;19.01.2025 16:00;8.7;8.3;9.4;5.8;5.5;50.4;5.7;-1;942.9;;1017.8;;1490.6;12.8;113;8.8;31.7;46.1;12.6;45.4;0;;0;;50;;;;46;0;0.131
VIS;19.01.2025 17:00;8.8;8.3;9;6.2;5.9;49.5;5.6;-1.2;943.3;;1018.3;;1494.4;11.8;122;8.3;29.9;42.5;11.6;41.8;0;;0;;5;;;;3;0;0.054
VIS;19.01.2025 18:00;8.3;7.9;8.9;6.1;5.5;52.2;5.7;-0.9;943.8;;1018.8;;1497.6;10.8;124;6.8;24.5;38.9;10.7;38.5;0;;0;;3;;;;1;0;0.046
VIS;19.01.2025 19:00;8.5;8.2;8.9;6.5;6.2;52.9;5.9;-0.6;944;;1019;;1499.7;12.9;127;7.3;26.3;46.4;12.6;45.4;0;;0;;3;;;;1;0;0.048
VIS;19.01.2025 20:00;7.5;7.1;8;5.6;4.9;61.3;6.3;0.5;944.5;;1019.5;;1500.9;12.8;118;8.1;29.2;46.1;12.3;44.3;0;;0;;4;;;;2;0;0.038
VIS;19.01.2025 21:00;6.9;6.4;7.2;5.1;4.8;66.8;6.6;1.2;944.9;;1020;;1502.6;14.5;121;8.9;32;52.2;14.1;50.8;0;;0;;3;;;;1;0;0.032
